"";"CD_CVM";"DENOM_SOCIAL";"DENOM_COMERC";"SETOR_ATIV";"PF_PJ";"CNPJ";"DT_REG";"DT_CONST";"DT_CANCEL";"MOTIVO_CANCEL";"SIT_REG";"DT_INI_SIT";"SIT_EMISSOR";"DT_INI_SIT_EMISSOR";"CATEG_REG";"DT_INI_CATEG";"AUDITOR";"CNPJ_AUDITOR";"TP_ENDER";"LOGRADOURO";"COMPL";"BAIRRO";"CIDADE";"UF";"PAIS";"CD_POSTAL";"TEL";"FAX";"EMAIL";"TP_RESP";"RESP";"DT_INI_RESP";"LOGRADOURO_RESP";"COMPL_RESP";"BAIRRO_RESP";"CIDADE_RESP";"UF_RESP";"PAIS_RESP";"CEP_RESP";"TEL_RESP";"FAX_RESP";"EMAIL_RESP";"TP_MERC";"cnpj_number"
"191";24511;"COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-FINTECH";"COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-FINTECH";"Securitização de Recebíveis";"PJ";"30219233000140";"28/08/2018";"04/04/2018";NA;NA;"ATIVO";"28/08/2018";"FASE PRÉ-OPERACIONAL";"04/04/2018";"Categoria B";"28/08/2018";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"RUA CARDEAL ARCO VERDE, 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";"BRASIL";NA;"(011) 33851800";"(011) 33851800";"dri_vertfintech@vert-capital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FERNANDA OLIVEIRA RIBEIRO PRADO MELLO";"04/04/2018";"RUA CARDEAL ARCO VERDE, 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(011) 33851800";"(011) 33851800";"dri_vertfintech@vert-capital.com";NA;30219233000140
"192";24520;"COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS";"COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS";"Securitização de Recebíveis";"PJ";"30418658000189";"28/08/2018";"05/04/2018";NA;NA;"ATIVO";"28/08/2018";"FASE PRÉ-OPERACIONAL";"05/04/2018";"Categoria B";"28/08/2018";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA CARDEAL ARCO VERDE, 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";"BRASIL";NA;"(011) 33851800";"(011) 33851800";"dri_vertnexoos@vert-capital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FERNANDA OLIVEIRA RIBEIRO PRADO DE MELLO";"05/04/2018";"RUA CARDEAL ARCO VERDE, 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(11) 33851800";"(11) 33851800";"secfinanceira@vert-capital.com";NA;30418658000189
"193";25593;"COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5";"COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5";"Securitização de Recebíveis";"PJ";"37368315000104";"18/02/2021";"15/05/2020";NA;NA;"ATIVO";"18/02/2021";"FASE PRÉ-OPERACIONAL";"17/11/2020";"Categoria B";"17/11/2020";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA CARDEAL ARCOVERDE";"Nº 2365, 7º ANDAR";"SP";"SÃO PAULO";"SP";NA;NA;NA;NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"VICTORIA DE SÁ";"15/05/2020";"RUA CARDEAL ARCOVERDE";"Nº 2365, 7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(11) 33851800";"(0) 0";"dri_vertprovi@vert-capital.com";NA;37368315000104
"194";25020;"COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA";"COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-GYRA";"Securitização de Recebíveis";"PJ";"32770457000171";"30/07/2020";"29/01/2019";NA;NA;"ATIVO";"30/07/2020";"FASE OPERACIONAL";"23/04/2020";"Categoria B";"30/07/2020";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA CARDEAL ARCOVERDE 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;NA;"(11) 33851800";NA;"dri_vertgyra@vert-capital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"VICTORIA DE SÁ ARCOVERDE";"28/03/2020";"RUA CARDEAL ARCOVERDE 2365";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(11) 33851800";"(0) 0";"dri_vertgyra@vert-capital.com";NA;32770457000171
"195";25267;"COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI";"COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI";"Securitização de Recebíveis";"PJ";"34469625000119";"05/11/2020";"22/07/2019";NA;NA;"ATIVO";"05/11/2020";"FASE OPERACIONAL";"01/09/2020";"Categoria B";"05/11/2020";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA CARDEAL ARCOVERDE, Nº 2365,";"7º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;NA;NA;NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"VICTORIA DE SÁ";"22/07/2019";"RUA CARDEAL ARCOVERDE, Nº 2365";", 7º ANDA";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(11) 33851800";"(0) 0";"dri_vertprovi@vert-capital.com";NA;34469625000119
"196";3298;"COMPANHIIA HABITASUL DE PARTICIPAÇÕES";"CIA HABITASUL DE PARTICIPAÇÕES";"Emp. Adm. Part. - Crédito Imobiliário";"PJ";"87762563000103";"19/04/1982";"28/09/1981";NA;NA;"ATIVO";"19/04/1982";"FASE OPERACIONAL";"19/04/1982";"Categoria A";"01/01/2010";"BAKER TILLY BRASIL RS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";21601212000102;"SEDE";"RUA GENERAL JOÃO MANOEL";"157/17 ANDAR";"CENTRO";"PORTO ALEGRE";"RS";"BRASIL";NA;"(51) 32203516";"(51) 32203751";"chprelacoesinvestidores@habitasul.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ODIVAN CARLOS CARGNIN";"29/04/2019";"RUA GENERAL JOÃO MANOEL, 157";"15 ANDAR, SALA 150";"CENTRO";"PORTO ALEGRE";"RS";NA;90010030;"(51) 3220351";"(51) 3220375";"ri@habitasul.com.br";"BOLSA";87762563000103
"197";25127;"COMPASS GÁS E ENERGIA S.A.";"COMPASS GÁS E ENERGIA S.A.";"Emp. Adm. Part. - Saneamento, Serv. Água e Gás";"PJ";"21389501000181";"28/09/2020";"12/11/2014";NA;NA;"ATIVO";"28/09/2020";"FASE OPERACIONAL";"30/07/2020";"Categoria A";"30/07/2020";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AVENIDA BRIGADEIRO FARIA LIMA";"4100/16º AND/SL 24";"ITAIM BIBI";"SÃO PAULO";"SP";NA;NA;"(11) 38979797";NA;"RI@compassbr.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RAFAEL BERGMAN";"29/07/2020";"AVENIDA BRIGADEIRO FARIA LIMA";"4100/16º AND";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4538132;"(11) 38979797";NA;"RI@compassbr.com";NA;21389501000181
"198";22721;"CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL";"CONCESSIONARIA RODOVIAS TIETE SA";"Serviços Transporte e Logística";"PJ";"10678505000163";"09/02/2012";"19/02/2009";NA;NA;"ATIVO";"09/02/2012";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"19/12/2019";"Categoria B";"06/09/2011";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Rod. Comendador Mario Dedini, km 108 + 600 mts";"Caixa Postal 02";"Rodovia";"SALTO";"SP";"BRASIL";NA;"(11) 46027900";"(11) 46028069";"ri@rodoviasdotiete.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"NUNO FILIPE NOGUEIRA ALVES COELHO";"11/11/2015";"ROD. COMENDADOR MARIO DEDINI,";"KM108+600MTS";"RODOVIA";"SALTO";NA;NA;13320970;"(11) 46027900";"(11) 46028069";"ri@rodoviasdotiete.com.br";NA;10678505000163
"199";23515;"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.";NA;"Serviços Transporte e Logística";"PJ";"15578569000106";"24/10/2014";"08/05/2012";NA;NA;"ATIVO";"24/10/2014";"FASE OPERACIONAL";"13/08/2014";"Categoria B";"24/10/2014";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Rodovia Hélio Smidt, Aeroporto Internacional de São Paulo";"s/nº";"Cumbica";"GUARULHOS";"SP";"BRASIL";NA;"(11) 24456999";"(11) 24456999";"dri@gru.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RICARDO ROCHA PERRONE";"01/09/2016";"RODOVIA HÉLIO SMIDT S/N";"AEROPORT S. PAULO";"CUMBICA";"GUARULHOS";"SP";NA;7190100;"(11) 24456999";"(11) 24456999";"dri@gru.com.br";NA;15578569000106
"200";23868;"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.";"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.";"Serviços Transporte e Logística";"PJ";"18572225000188";"19/02/2016";"14/12/2015";NA;NA;"ATIVO";"19/02/2016";"FASE OPERACIONAL";"14/12/2015";"Categoria B";"14/12/2015";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"RUA CAIAPIA, 86";"QD. E5 LOTE 5";"ALPHAVILLE EMPRESAR.";"GOIÂNIA";"GO";"BRASIL";NA;"(62) 36238900";"(62) 36238900";"daniel.amaral@triunfoconcebra.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DANIEL SEVERO AMARAL";"26/11/2015";"RUA CAIAPIA, 86";"QD E5 LOTE 5";"ALPHAVILLE EMPRES.";"GOIÂNIA";"GO";NA;74884554;"(62) 36238900";"(62) 36238900";"DANIEL.AMARAL@TRIUNFOCONCEBRA.COM.BR";NA;18572225000188
"201";22144;"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA";"METRÔRIO";"Serviços Transporte e Logística";"PJ";"10324624000118";"20/09/2010";"20/08/2008";NA;NA;"ATIVO";"20/09/2010";"FASE OPERACIONAL";"20/09/2010";"Categoria B";"20/09/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Avenida Presidente Vargas n° 2000 e 2700";"Prédio";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 32116301";"(21) 32116361";"dri@metrorio.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUILHERME WALDER MORA RAMALHO";"01/09/2016";"AV. PRESIDENTE VARGAS";"2000";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20210031;"(21) 22131100";NA;"dri@metrorio.com.br";NA;10324624000118
"202";22268;"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART";"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART";"Serviços Transporte e Logística";"PJ";"10531501000158";"22/11/2010";"12/11/2008";NA;NA;"ATIVO";"22/11/2010";"FASE OPERACIONAL";"22/11/2010";"Categoria B";"22/11/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Avenida Issa Marar, nº 2-200";"nº 2-200";"Parque Res Samambaia";"BAURU";"SP";"BRASIL";NA;"(14) 31042300";"(14) 31042300";"dri@cart.invepar.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOÃO GARCIA COURI NETO";"30/04/2010";"AVENIDA ISSA MARAR, Nº 2-200";NA;"PARQUE RES SAMAMBAIA";"BAURU";"SP";NA;17018002;"(14) 31042300";"(14) 31042300";"gilson.carvalho@entrevias.com.br";NA;10531501000158
"203";23892;"CONCESSIONÁRIA BR-040 S.A.";"CONCESSIONÁRIA BR-040 S.A.";"Serviços Transporte e Logística";"PJ";"19726048000100";"18/03/2016";"16/12/2015";NA;NA;"ATIVO";"18/03/2016";"FASE OPERACIONAL";"16/12/2015";"Categoria B";"16/12/2015";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Avenida Niágara, nº 350";"nº 350";"Jardim Canadá";NA;"MG";"BRASIL";NA;"(31) 35070014";"(31) 35070014";"ri@via040.invepar.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ENIO STEIN JÚNIOR";"30/05/2017";"AV. ALMIRANTE BARROSO, 52";"SALAS3001 E 3002";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20031000;"(21) 22111300";"(0) 0";"ri@via040.invepar.com.br";NA;19726048000100
"204";24104;"CONCESSIONÁRIA DA RODOVIA MG-050 S.A.";"CONCESSIONÁRIA DA RODOVIA MG-050 S.A.";"Serviços Transporte e Logística";"PJ";"8822767000108";"06/03/2017";"16/05/2007";NA;NA;"ATIVO";"06/03/2017";"FASE OPERACIONAL";"25/11/2016";"Categoria B";"25/11/2016";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Avenida Joaquim André";"Nº 361";"Bairro Santa Clara";NA;"MG";"BRASIL";NA;"(11) 35089600";"(11) 35089601";"ri@abnascentesdasgerais.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALEXANDRE TUJISOKI";"28/09/2016";"AVENIDA JOAQUIM ANDRÉ, 361";NA;"SANTA CLARA";"DIVINÓPOLIS";"MG";NA;35500712;"(11) 35089600";"(11) 35089601";"ri@abnascentesdasgerais.com.br";NA;8822767000108
"205";22411;"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS";"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A";"Serviços Transporte e Logística";"PJ";"10841050000155";"22/02/2011";"27/04/2009";NA;NA;"ATIVO";"22/02/2011";"FASE OPERACIONAL";"22/02/2011";"Categoria B";"22/02/2011";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rodovia Ayrton Senna , S/N Km 32- Pista Oeste";"N/A";"Itaquaquecetuba";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 46463400";"(11) 46480627";"invest@ecorodovias.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JEANCARLO MEZZOMO";"24/03/2015";"RODOVIA AYRTON SENNA";"S/N KM 32- P OESTE";"ITAQUAQUECETUBA";"SÃO PAULO";"SP";NA;8578010;"(11) 46463400";"(21) 43480627";"invest@ecorodovias.com.br";NA;10841050000155
"206";25356;"CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.";"CONCESSÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.";"Emp. Adm. Part. - Serviços Transporte e Logística";"PJ";"32161500000100";"04/12/2020";"21/11/2018";NA;NA;"ATIVO";"04/12/2020";"FASE OPERACIONAL";"21/10/2020";"Categoria B";"04/12/2020";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AV. PARANÁ, Nº 2435";NA;"NAVEGANTES";"PORTO ALEGRE";"RS";NA;NA;NA;NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FAUSTO CAMILOTTI";"08/10/2020";"AV. PARANÁ, Nº 2435";NA;"NAVEGANTES";"PORTO ALEGRE";"RS";NA;90240600;"(51) 33039100";NA;"viasul.cvm@grupoccr.com.br";NA;32161500000100
"207";23833;"CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.";"CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.";"Emp. Adm. Part. - Serviços Transporte e Logística";"PJ";"19642306000170";"03/02/2016";"21/01/2014";NA;NA;"ATIVO";"03/02/2016";"FASE OPERACIONAL";"27/10/2015";"Categoria B";"30/12/1899";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Zilá Correa Machado, Nº. 5.600";NA;"Bairro Moreninha";"CAMPO GRANDE";"MS";"BRASIL";NA;"(67) 33579100";NA;"cvm.msvia@grupoccr.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"HEITOR DE SOUZA PIRES";"19/03/2019";"AV. ZILA CORREA MACHADO, 5600";"-";"BAIRRO MORENINHA";"CAMPO GRANDE";"MS";NA;79065660;"(67) 33579100";"(67) 33579100";"cvm.msvia@grupoccr.com.br";NA;19642306000170
"208";21849;"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A";"INTERVIAS";"Serviços Transporte e Logística";"PJ";"3207703000183";"27/11/2009";"28/05/1999";NA;NA;"ATIVO";"27/11/2009";"FASE OPERACIONAL";"27/11/2009";"Categoria B";"01/01/2010";"BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";54276936000179;"SEDE";"Via Anhanguera";"km 168";"Jd. Sobradinho";"ARARAS";"SP";"BRASIL";NA;"(19) 35436000";"(19) 35436013";"dri@intervias.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"27/04/2011";"AV. JUSCELINO KUBITSCHEK, 1455";"9º ANDAR";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4534011;"(11) 30742472";"(11) 30742405";"ri@arteris.com.br";NA;3207703000183
"209";21024;"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA";"CONC ROD DO OESTE DE S.PAULO-VIAOESTE SA";"Serviços Transporte e Logística";"PJ";"2415408000150";"27/07/2007";"04/03/1998";NA;NA;"ATIVO";"27/07/2007";"FASE OPERACIONAL";"27/07/2007";"Categoria B";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rod. Pres. Castello Branco, KM 24 - lado par sentido capital";"Conjunto Norte";"Jardim Mutinga";NA;"SP";"BRASIL";NA;"(11) 26646000";"(11) 26646121";"cvm.viaoeste@grupoccr.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCELO BANDEIRA FERREIRA BOAVENTURA";"08/08/2018";"ROD. PRES. CASTELLO BRANCO, KM";"CONJUNTO NORTE";"JARDIM MUTINGAJARDIM MUTINGA";"BARUERI";"SP";NA;6463400;"(11) 26646000";"(11) 26646121";"cvm.viaoeste@grupoccr.com.br";NA;2415408000150
"210";20192;"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.";"CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A";"Serviços Transporte e Logística";"PJ";"2451848000162";"19/07/2006";"01/05/1998";NA;NA;"ATIVO";"19/07/2006";"FASE OPERACIONAL";"19/07/2006";"Categoria B";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Professora Maria do Carmo Guimarães Pellegrini, 200";NA;"Retiro";"JUNDIAÍ";"SP";"BRASIL";NA;"(11) 45894000";"(11) 45894006";"cvm.autoban@grupoccr.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MAURICIO SOARES VASCONCELLOS";"01/11/2005";"R. PROFª MARIA C.G. PELLEGRINI";"200";"RETIRO";"JUNDIAÍ";"SP";NA;13209500;"(11) 45894004";"(11) 45894004";"cvm.autoban@grupoccr.com.br";NA;2451848000162
"211";20397;"CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA";"ECOVIAS DOS IMIGRANTES";"Serviços Transporte e Logística";"PJ";"2509491000126";"18/12/2006";"01/05/1998";NA;NA;"ATIVO";"18/12/2006";"FASE OPERACIONAL";"18/12/2006";"Categoria B";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rodovia dos Imigrantes, s/nº km 28,5";"N/A";"Jardim Represa";"SÃO BERNARDO DO CAMPO";"SP";"BRASIL";NA;"(11) 43588100";"(11) 43588799";"invest@ecorodovias.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RUI JUAREZ KLEIN";"24/03/2015";"RODOVIA DOS IMIGRANTES";"KM 28,5";"JARDIM REPRESA";"SÃO BERNARDO DO CAMPO";"SP";NA;9845000;"(11) 43588100";"(11) 43588799";"invest@ecorodovias.com.br";NA;2509491000126
"212";24139;"CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE";"CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE";"Serviços Transporte e Logística";"PJ";"22163297000149";"25/05/2017";"24/03/2015";NA;NA;"ATIVO";"25/05/2017";"FASE OPERACIONAL";"22/03/2017";"Categoria B";"22/03/2017";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rua Mário Neves";"Nr.01";"Ilha da Conceição";"NITERÓI";"RJ";"BRASIL";NA;"(021) 34789405";"(021) 34789405";"invest@ecorodovias.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALBERTO LUIZ LODI";"24/03/2015";"RUA MÁRIO NEVES";"Nº 01";"ILHA DA CONCEIÇÃO";"NITERÓI";"RJ";NA;24050290;"(021) 34789405";"(021) 34789405";"invest@ecorodovias.com.br";NA;22163297000149
"213";19208;"CONCESSIONARIA RIO-TERESOPOLIS SA";"CRT SA";"Serviços Transporte e Logística";"PJ";"938574000105";"26/12/2001";"07/11/1995";NA;NA;"ATIVO";"26/12/2001";"FASE OPERACIONAL";"26/12/2001";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Rod. Stos Dumont (BR-116/RJ)-Pça Pedágio Engº Pierre Berman";"S/nº - KM133,5";"Bongaba";"MAGÉ";"RJ";"BRASIL";NA;"(21) 27778300";"(21) 27778420";"cmenezes@crt.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS EDUARDO SOARES DE MENEZES";"30/12/2005";"RODOVIA BR 116/RJ KM 133.5";"Pç ENG. PIERRE BER";"PIABETá";"MAGÉ";"RJ";NA;25915000;"(21) 27778300";"(21) 27778300";"cmenezes@crt.com.br";"BALCÃO ORGANIZADO";938574000105
"214";22071;"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A";"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A";"Serviços Transporte e Logística";"PJ";"10647979000148";"30/06/2010";"09/02/2009";NA;NA;"ATIVO";"30/06/2010";"FASE OPERACIONAL";"30/06/2010";"Categoria B";"30/06/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Rodovia Dom Pedro I (SP-065), Km 110 + 400, Pista Sul.";"s/n";"Sítio da Moenda";"ITATIBA";"SP";"BRASIL";NA;"(11) 48948500";"(11) 48948505";"ri@rotadasbandeiras.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"HERBERT ADRIANO QUIRINO DOS SANTOS";"10/08/2016";"RODOVIA DOM PEDRO I (SP-065),";"KM 110+400, PISTA";"SÍTIO DA MOEDA";"ITATIBA";"SP";NA;13252800;"(11) 48948501";"(11) 40940505";"ri@rotadasbandeiras.com.br";NA;10647979000148
"215";23922;"CONCESSIONÁRIA ROTA DO OESTE S.A.";"CONCESSIONÁRIA ROTA DO OESTE S.A.";"Serviços Transporte e Logística";"PJ";"19521322000104";"07/06/2016";"27/12/2013";NA;NA;"ATIVO";"07/06/2016";"FASE OPERACIONAL";"06/01/2016";"Categoria B";"06/01/2016";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Avenida Miguel Sutil, nº 15.160";NA;"Coophamil";"CUIABÁ";"MT";"BRASIL";NA;"(65) 30569101";NA;"crori@rotadooeste.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FERNANDO CEZAR  XAVIER";"20/02/2017";"AV. MIGUEL SUTIL, 15.160";NA;"JARDIM UBATÁ";"CUIABÁ";"MT";NA;78028015;"(65) 30569101";"(65) 30569101";"crori@rotadooeste.com.br";NA;19521322000104
"216";4685;"CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL";"CONPEL CIA. NORDESTINA DE PAPEL - EM RECUPERAÇÃO JUDICIAL";"Embalagens";"PJ";"9116278000101";"20/07/1977";"07/07/1967";NA;NA;"ATIVO";"20/07/1977";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"18/08/2017";"Categoria A";"01/01/2010";"RSM ACAL AUDITORES INDEPENDENTES S/S";7377136000164;"SEDE";"Loc BR 101 KM 06 S/N";"-";"Vale do Gramame";"CONDE";"PB";"BRASIL";NA;"(83) 30482300";"(83) 30482325";"jdias@conpel.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JACKSON EDUARDO LOPES DIAS";"01/04/2017";"RUA JOSÉ DE OLIVEIRA CURCHATUZ";"691";"AEROCLUBE";"JOÃO PESSOA";"PB";NA;58036130;"(83) 30482300";"(83) 30482325";"cancelier.luiz@conpel.com.br";"BALCÃO NÃO ORGANIZADO";9116278000101
"217";4693;"CONSERVAS ODERICH SA";"CONSERVAS ODERICH SA";"Alimentos";"PJ";"97191902000194";"20/07/1977";"08/08/1908";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"DRS AUDITORES";5858335000169;"SEDE";"RUA ODERICH, 807";"-";"CENTRO";"SÃO SEBASTIÃO DO CAÍ";"RS";"BRASIL";NA;"(51) 36351609";"(51) 36351409";"oderich@oderich.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCOS ODORICO ODERICH";"20/07/1977";"RUA ODERICH 807";NA;"CENTRO";"SÃO SEBASTIÃO DO CAÍ";"RS";NA;95760000;"(51) 36351609";"(51) 36351409";"marcos@oderich.com.br";"BOLSA";97191902000194
"218";25054;"CONSIG 6 | COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS";"CONSIG 6 | COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS";"Securitização de Recebíveis";"PJ";"36243187000100";"12/08/2020";"13/12/2019";NA;NA;"ATIVO";"12/08/2020";"FASE PRÉ-OPERACIONAL";"11/05/2020";"Categoria B";"12/08/2020";"UNITY AUDITORES INDEPENDENTES";11801292000188;"SEDE";"AVENIDA SANTO AMARO, 48";"1º ANDAR CJ 12";"VILA NOVA CONCEIçãO";"SÃO PAULO";"SP";NA;NA;"(11) 30714475";NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ARLEY CUSTÓDIO FONSECA";"13/12/2019";"AVENIDA SANTO AMARO, 48";"1º ANDAR CJ 12";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4506000;"(11) 30714475";NA;"financeiro@truesecuritizadora.com.br";NA;36243187000100
